remote_id	family	created_at	model	temperature	title
DiLnsScKJvim3yqVcKhdw	1185	1683842243	glm-4-6	1.25	Conversation with Zionists about Israeli Independence (5)
a4Ed4uUMSY_puqhf2pEKW	1185	1683842243	kayra-v1	1.87	Conversation with Zionists about Israeli Independence (5)
47kpqHzePnIWwZZpR-hu-	1185	1683842243	kayra-v1	1.87	Conversation with Zionists about Israeli Independence (6)
MuxNcNqDgXGIV4Ri6TFqz	1185	1683842243	kayra-v1	1.87	Conversation with Zionists about Israeli Independence (7)
90DsIWWFR87b31yKJE1sj	1185	1683842243	kayra-v1	1.87	Conversation with Zionists about Israeli Independence
9bYQVIm78wHeeHd6zunb5	83	1746133402	llama-3-erato-v1	1	Conversations with the Void
LbGOvX2THKtdkNnpgf4Z1	84	1725434116	kayra-v1	1.35	Counterfactual Interview - Absurdly Large Media Object
MVFbb6FZzQgzlffdbGT_v	1407	1734268721	llama-3-erato-v1	1	Counterfactual Interview - Annie Altman, Sam Altman, et al (1)
m1c0SuB_CJO7EhbQfYDSw	1407	1734268721	llama-3-erato-v1	1	Counterfactual Interview - Annie Altman, Sam Altman, et al (2)
l0YNzkTi5Y3oERXtsh_Kw	1407	1734268721	llama-3-erato-v1	1	Counterfactual Interview - Annie Altman, Sam Altman, et al (3)
D1cwZ_ooVsanemPUjldVv	1407	1734268721	llama-3-erato-v1	1	Counterfactual Interview - Annie Altman, Sam Altman, et al (4)
None	1407	1734268721	llama-3-erato-v1	1	Counterfactual Interview - Annie Altman, Sam Altman, et al (5)
UOU0xrH53quWJDnNUMVRJ	1407	1734268721	llama-3-erato-v1	1	Counterfactual Interview - Annie Altman, Sam Altman, et al (6)
z1uN-jRelHzf1rnjKof1S	1407	1734268721	llama-3-erato-v1	1	Counterfactual Interview - Annie Altman, Sam Altman, et al (6)
lGNXxCz1DfHILG2Z_4e7I	1407	1734268721	llama-3-erato-v1	1	Counterfactual Interview - Annie Altman, Sam Altman, et al (7)
zPJkgiDoxH44EDVl0XgaQ	1407	1734268721	llama-3-erato-v1	1	Counterfactual Interview - Annie Altman, Sam Altman, et al (7)
VT7W0A3lNIUVI8y0_SwMu	1407	1734268721	llama-3-erato-v1	1	Counterfactual Interview - Annie Altman, Sam Altman, et al
l3H7wY8m0ufr2OqJBvGeF	1407	1734268721	llama-3-erato-v1	1	Counterfactual Interview - Brian Thompson, CEO of UnitedHealthCare (1)
3E9ey5SUi11jj_xgDTTbL	1407	1734268721	llama-3-erato-v1	1	Counterfactual Interview - Brian Thompson, CEO of UnitedHealthCare (2)
fNnjqILuaHmmn4MTFwCWy	1407	1734268721	llama-3-erato-v1	1	Counterfactual Interview - Brian Thompson, CEO of UnitedHealthCare (3)
KBIyB0MljWzu3RPRPNh19	1407	1734268721	llama-3-erato-v1	1	Counterfactual Interview - Brian Thompson, CEO of UnitedHealthCare
AatTvzsJL_xZGFGNFuGSg	125	1700969801	kayra-v1	1.3	Counterfactual interview - DJT (10)
1GFHYHiIB1-OrQcGUXDSk	125	1700969801	kayra-v1	2.5	Counterfactual interview - DJT (11)
dczqRrsTAew4DLAVn2vWT	125	1700969801	kayra-v1	1.55	Counterfactual interview - DJT (12)
38hAH-KdZJEYiB0Xdqfly	125	1700969801	kayra-v1	2.5	Counterfactual interview - DJT (13)
zIWCmFtqadsRfaW7dhoWA	125	1700969801	kayra-v1	2.5	Counterfactual interview - DJT (14)
-txpNmplB9RqEJsSxFX_q	125	1700969801	kayra-v1	1.16	Counterfactual interview - DJT (1)
gqTJhlllwyKvktraQDsVA	125	1700969801	kayra-v1	1.4	Counterfactual interview - DJT (2)
kpdsMIsXkEm3O9qVTkLCe	125	1700969801	kayra-v1	1.44	Counterfactual interview - DJT (3)
GvJR8KiQ4eZ7zJYDBVt1X	125	1700969801	kayra-v1	1.44	Counterfactual interview - DJT (4)
wPUf5XQr9mXC6fHa75nZl	125	1700969801	kayra-v1	1.92	Counterfactual interview - DJT (5)
PKLCrJQXyvp-ANWrPduM4	125	1700969801	kayra-v1	1.39	Counterfactual interview - DJT (6)
NtSNQNdbNfkgyBU-H_WgU	125	1700969801	kayra-v1	1.39	Counterfactual interview - DJT (7)
K2IyN1Rst46gS4shiZFNr	125	1700969801	kayra-v1	1.39	Counterfactual interview - DJT (8)
oXsWES2MVaqRNJr9iCEVn	125	1700969801	kayra-v1	1	Counterfactual interview - DJT (9)
X3bTowkHd3Er2atkmL68o	125	1700969801	kayra-v1	1.9	Counterfactual interview - DJT
TLBXpkZiTzHamDKN47Yby	125	1700969801	kayra-v1	1.44	Counterfactual interview - JD Vance (1)
8VCZ16TxjndPIaXLbksrx	125	1700969801	kayra-v1	1.42	Counterfactual interview - JD Vance (2)
8F1JeRSNHJm6q3Wf_bRcZ	125	1700969801	kayra-v1	1.46	Counterfactual interview - JD Vance
rgFCEOeWHQ_uo5hLMYUGa	1407	1734268721	llama-3-erato-v1	1	Counterfactual interview: llama 70b under Erato
fl7De8TD5kUmlijh0rJL2	125	1700969801	kayra-v1	1.65	Counterfectional interview - open - asper
UyH8JQUmBr8jtIH6WYU9c	125	1700969801	kayra-v1	1.74	Counterfectional interview - open - fresh coffee
Rkr98B8xXoCTH8hakqb97	125	1700969801	kayra-v1	1.6	Counterfectional interview - open AI - (1)
d2JFyvXcZRDhRwVQW8SuH	125	1700969801	kayra-v1	2.5	Counterfectional interview - open AI - (2)
xGLMy6LkSkAP2w3pnKJ6u	125	1700969801	kayra-v1	1.16	Counterfectional interview - open AI - (3)
7HUDCYL-tY6DGoOYdD1U2	125	1700969801	kayra-v1	1.66	Counterfectional interview - open AI - (4)
QBQzL5LTahlXBunnnhFAN	125	1700969801	kayra-v1	2.5	Counterfectional interview - open AI - (5)
yrHMibYSqATBHqyup4EoC	125	1700969801	kayra-v1	1.79	Counterfectional interview - open AI -
None	127	1685658146	clio-v1	1.21	Day in Life of Grug (1)
TUtJ5LOps8toAcwP8czBa	127	1685658146	clio-v1	1.21	Day in Life of Grug
JkOIJZi_1mRRVD198uwxY	128	1660954186	kayra-v1	1.84	Delerium's Wellness And Traffic Report
s0bkUUFcMiQ__G2gyiM1O	129	1633055180	clio-v1	2.5	Doctor Knubbins and the Fins of the Love Sharks (copy) (1)
wpyCGPTAX7KKo_zJGDH8u	130	1626095536	clio-v1	2.5	Earth uses the hookup app Munder to sow her wild oats (2)
lqGmwwsuqut2ZC1DbF_kv	1523	1684441373	krake-v2	2	Eight of Blades
xt265g-SgIl51W7jZtpi-	133	1690591212	kayra-v1	1.5	Elegua via llama 2 (1)
A3o-4PiJt-L-m-GuvPo12	133	1690591212	clio-v1	1.57	Elegua via llama 2
rzr_l2ruOut0PbY9N2GQE	149	1626722223	euterpe-v2	1.65	Emotional Abuse SImulator v. 6.0 (copy)
NmknuyO8NevmE73dOqrNQ	149	1626722223	clio-v1	1.21	Emotional Abuse SImulator v. 6.1
W8QoNdNe3mawkucxXTrpE	149	1626722223	llama-3-erato-v1	1	Emotional Abuse SImulator v. 6.2 (1)
IqaYax4VdIWbqn0G2WE-P	149	1626722223	llama-3-erato-v1	1.37	Emotional Abuse SImulator v. 6.2 (2)
qAFYipQ84IlQspGgfk6Qx	149	1626722223	llama-3-erato-v1	1	Emotional Abuse SImulator v. 6.2 (3)
SnnFxaLNYb-ano4QP0OVy	149	1626722223	llama-3-erato-v1	1	Emotional Abuse SImulator v. 6.2 (4)
rrik6l2NaGy4Uv6nVz1fV	149	1626722223	llama-3-erato-v1	1	Emotional Abuse SImulator v. 6.2 (5)
W1kxFgOKwRF5Q5zcH2SK3	149	1626722223	llama-3-erato-v1	1	Emotional Abuse SImulator v. 6.2 (6)
h0_Di7FS6jtWqRUPwybi3	149	1626722223	llama-3-erato-v1	1.37	Emotional Abuse SImulator v. 6.2 (7)
dWpNvn0Zy1M0cBIqLz1VT	149	1626722223	llama-3-erato-v1	1	Emotional Abuse SImulator v. 6.2
dfPGb9h3OOJDi5KmP40Aq	149	1626722223	kayra-v1	1.35	Emotional Abuse SImulator v. 7.0 (1)
wc0zBcpbKmET3Ix1kaQxu	149	1626722223	kayra-v1	1.51	Emotional Abuse SImulator v. 7.0 (2)
None	149	1626722223	kayra-v1	1.51	Emotional Abuse SImulator v. 7.0 (3)
None	149	1626722223	kayra-v1	1.51	Emotional Abuse SImulator v. 7.0 (4)
RXGTpjTiPwkFWMXfYMayy	149	1626722223	kayra-v1	1.35	Emotional Abuse SImulator v. 7.0
X9ONKtHGqxBI0ayw1-qJT	149	1626722223	kayra-v1	1.43	Emotional Abuse SImulator v. 7.0
niV12spadwWfoSBqyzBWt	150	1644969750	euterpe-v2	0.86	Exploring AI and Mental Health During a Subway Ride
P_gk4rZkW6r-t67Gk3mzL	151	1679336225	euterpe-v2	0.86	FANDAGO
QqnaRGMPsMRYHwmMlfzRQ	152	1723638049	kayra-v1	1.42	Fear and Loathing on the Campaign Trail 2024
Dqf_dJ4_tjsM3J2zdLrTA	153	1723585851	kayra-v1	1.35	Finally the LLMs are telling the Aristocrats Joke
xqd0EomNjdpdiulu34tLT	156	1670348689	euterpe-v2	1.78	Finnegains Wake Playground (1)
mHE9tZAlzLZdiktAIdDxW	156	1670348689	clio-v1	1.21	Finnegains Wake Playground (2)
NBYav5Jk0F67t4FEeJRth	156	1670348689	clio-v1	2.5	Finnegains Wake Playground (3)
y50UJnTR6pj9rlpNZKJP6	157	1661027396	krake-v2	1.35	For an Original HumAIn Thought - Fork path - mckenna RAW and other things
TdXYmrDOm5aLZWA_sGrIC	158	1679335736	euterpe-v2	1.33	GENESIS
-X7F13AAV2eYrjMNbQenO	187	1700188758	llama-3-erato-v1	1.37	GROK FOR FOLKS ON A BUDGET (10)
nb1Sf2WPrwod83SjzcgS9	187	1700188758	llama-3-erato-v1	1.37	GROK FOR FOLKS ON A BUDGET (10)
LNIg-8FmoR9CCrplBbaQa	187	1700188758	llama-3-erato-v1	1.37	GROK FOR FOLKS ON A BUDGET (11)
1-oUE7nmMYmXTGpc-vWuq	187	1700188758	llama-3-erato-v1	1.37	GROK FOR FOLKS ON A BUDGET (12)
vCW6fzsFQjmsr2hz0w805	187	1700188758	llama-3-erato-v1	1.37	GROK FOR FOLKS ON A BUDGET (13)
QAXlf0DYqtMgV5VSsR9wX	187	1700188758	glm-4-6	1.37	GROK FOR FOLKS ON A BUDGET (1)
tvzPphFsDS8xdD3ZStqlc	179	1700188758	kayra-v1	1.43	GROK FOR FOLKS ON A BUDGET (1)
5Nb314uT0Tbx2Fg62wZ55	179	1700188758	kayra-v1	1.43	GROK FOR FOLKS ON A BUDGET (2)
A8ivj7vhy9a8WdixDt4sq	179	1700188758	kayra-v1	1.43	GROK FOR FOLKS ON A BUDGET (2)
P2ZWMDTXmh4WLPDd5IymF	187	1700188758	llama-3-erato-v1	1.37	GROK FOR FOLKS ON A BUDGET (2)
RdETAIsQOYmDqS89rKNqa	187	1700188758	llama-3-erato-v1	1.37	GROK FOR FOLKS ON A BUDGET (3)
VPAj6LoxNBj-hvo51gxGW	179	1700188758	kayra-v1	1.56	GROK FOR FOLKS ON A BUDGET (3)
XHRBfBwnC5iwlKHchMi5G	187	1700188758	llama-3-erato-v1	1.37	GROK FOR FOLKS ON A BUDGET (3)
_h8C4RvfbeBdgH2r0-lnL	179	1700188758	kayra-v1	1.43	GROK FOR FOLKS ON A BUDGET (3)
4uQ_TPCLi0iCmolZ2g7L2	179	1700188758	kayra-v1	1.35	GROK FOR FOLKS ON A BUDGET (4)
4y6sNPqZu78qzubq9D3yP	179	1700188758	kayra-v1	1.43	GROK FOR FOLKS ON A BUDGET (4)
utj38jvKTN0Stjaqg4ZKR	187	1700188758	llama-3-erato-v1	1.37	GROK FOR FOLKS ON A BUDGET (4)
SZlReWcn1Vrp_NMCnh5tz	187	1700188758	llama-3-erato-v1	1.37	GROK FOR FOLKS ON A BUDGET (5)
aAJsT8XBo61UwTiqde_1w	179	1700188758	kayra-v1	2.5	GROK FOR FOLKS ON A BUDGET (5)
fGZ6oDIYXfgmAFkOat-XW	179	1700188758	llama-3-erato-v1	1	GROK FOR FOLKS ON A BUDGET (5)
DwsP0LPQjLbKS-eMDmxR8	179	1700188758	llama-3-erato-v1	1	GROK FOR FOLKS ON A BUDGET (6)
b8i_dLI9xe8rxMv8-wvkQ	187	1700188758	llama-3-erato-v1	1.37	GROK FOR FOLKS ON A BUDGET (6)
r18qxTt5s18I9kOxRAV1B	179	1700188758	kayra-v1	2.5	GROK FOR FOLKS ON A BUDGET (6)
5RIm5gY5ywBhEbczpRHhF	179	1700188758	kayra-v1	1.58	GROK FOR FOLKS ON A BUDGET (7)
YJ4Pm4yy_Ybje7BII60_b	187	1700188758	llama-3-erato-v1	1.37	GROK FOR FOLKS ON A BUDGET (7)
-U2UIhPWf5BWowE2dLWJ4	179	1700188758	kayra-v1	1.58	GROK FOR FOLKS ON A BUDGET (8)
ZR9CoZa5iXcBFOLYsdt9V	187	1700188758	llama-3-erato-v1	1.37	GROK FOR FOLKS ON A BUDGET (8)
n4Vhx3pZGuZMY_39UvyyB	187	1700188758	llama-3-erato-v1	1	GROK FOR FOLKS ON A BUDGET (9)
Vg2Kvcbx_6om8KKQVIOkK	187	1700188758	llama-3-erato-v1	1	GROK FOR FOLKS ON A BUDGET
0wHKOM9WptZn8JVLjIY2W	188	1745774126	llama-3-erato-v1	1	Gemini Lights Up Re: Sandover
7JaX9w2yiBZ_jglDNHx5F	194	1672593398	clio-v1	1.12	Grug Gets Ma Shin Learnt (1)
HV75BLLcCTcLmmG1i2vWl	194	1672593398	kayra-v1	1.58	Grug Gets Ma Shin Learnt (1)
-Xfgo2pZyo1_8Y8EmFwgT	194	1672593398	kayra-v1	1.55	Grug Gets Ma Shin Learnt (2)
-Yk_E7tr2VMVLqDQv19cM	194	1672593398	clio-v1	1.12	Grug Gets Ma Shin Learnt (2)
Bjye1eknLd2E5uUoCF4rW	194	1672593398	kayra-v1	1.2	Grug Gets Ma Shin Learnt (3)
d-bu0H7tWVct4JuPw_OhC	194	1672593398	krake-v2	2.5	Grug Gets Ma Shin Learnt
FRoLuv0yBeG3KspbW3x1v	195	1727328036	kayra-v1	1.44	Guessing What Next Token? 1
R2T7lDnZyzg55F84NqdKX	1945	1700067129	kayra-v1	1.5	Hearing Voices and Seeing Visions
fW4NRPHSHOvOzjq9AinEP	1407	1734268721	llama-3-erato-v1	1	How Sam Brockman Changed the World
1ZOF9wv3tp8-4407BFiaa	201	1717569870	kayra-v1	1.74	Howl All The Way Down (1)
BgVe5uMORI9FmC6Cl1R5N	201	1717569870	kayra-v1	2.5	Howl All The Way Down (2)
S6ML43S24jhqZx0y8bqt5	201	1717569870	kayra-v1	1.74	Howl All The Way Down (3)
6mW8Sqs10YJxKSm2ypxhz	201	1717569870	kayra-v1	1.55	Howl All The Way Down (4)
eNkdvQszziNJsI2Jl3JeW	201	1717569870	kayra-v1	1.5	Howl All The Way Down
Bnq0gk_ADcgaiZ5ofE3J1	1878	1700268277	kayra-v1	1.85	INHABITATION (1)
nAyGlgwRSAnrwtRZxgk6t	1878	1700268277	kayra-v1	2.5	INHABITATION (2)
YPOX9jupue5kLz_w1PLhh	1878	1700268277	kayra-v1	1.85	INHABITATION
EmbHU21V39aOpriRHLkwt	212	1650717510	kayra-v1	1.42	I Remind The Body Electric (1)
None	212	1650717510	euterpe-v2	1.53	I Remind The Body Electric (1)
v9B2Mh4H9dFcb7yAd1ROA	208	1650717510	krake-v2	2.5	I Remind The Body Electric (1)
b571rmaTtxdgns5oQHXoS	212	1650717510	glm-4-6	1.2	I Remind The Body Electric (2)
krXcNYgPtOPfs4DVX-d_b	212	1650717510	kayra-v1	1.42	I Remind The Body Electric (2)
ZmF3c_fjaCKORSdq1XNOw	212	1650717510	glm-4-6	1.19	I Remind The Body Electric (3)
NO3k7VGQDOqG_8Z7RQdt1	212	1650717510	euterpe-v2	1.53	I Remind The Body Electric
y6Lgpt4nJ2FqmiZbJi9dM	214	1678215333	clio-v1	1.44	I am a Shoggoth, AMA. (1)
S6MCLf67oSFuAxhuKIqI2	214	1678215333	euterpe-v2	1.58	I am a Shoggoth, AMA.
cI_8K9mNH29QD5MKbNMMt	218	1626073147	kayra-v1	1.42	Jestworld (1)
7Ii2yeKWYWI5IANOYC0nw	218	1626073147	kayra-v1	1.42	Jestworld (2)
yC7vrhHooRHQgLJNx5Hgn	218	1626073147	glm-4-6	1.16	Jestworld Season 2 (1)
Q1URtzJ2qn_p8xCymkd2r	218	1626073147	glm-4-6	1.16	Jestworld Season 2
UOqzwAe6gH43G0jPcGQSv	219	1698447847	kayra-v1	2.5	LLama 2 does endorphins natal chart
d2H3D1wThNBHfecZz5hHf	220	1679336404	euterpe-v2	0.6889	LOW RIDER
jL4I8B_DLzV3mpTD1anUh	221	1698448336	kayra-v1	1.35	Llama2 explicates Hebrew(ish)?
hgtasV1c-uUvsA-AVpb9G	222	1679336129	euterpe-v2	1.25	MOONLIT CHRONICLER
oJ-WH_uEF-NOYnwiyPluc	223	1679336470	euterpe-v2	1.33	MORPHO
None	1754	1686135813	clio-v1	2.5	Meta-MUD (1)
ldzXlehjBCrBz9VHz7-IN	1754	1686135813	clio-v1	2.5	Meta-MUD
3tpf_BEov1vVhaJx213OZ	929	1709601920	kayra-v1	1.6	Mythmaker - Working Copy (10)
GNQm5QpylBTLP8QbMvaYp	929	1709601920	kayra-v1	2.5	Mythmaker - Working Copy (11)
ZnWEE3JB8Bt2Ld2xQMcyz	929	1709601920	kayra-v1	1.5	Mythmaker - Working Copy (12)
5Q-yVlxryE1BxPESS-krZ	929	1709601920	kayra-v1	2	Mythmaker - Working Copy (13)
iC5Y3Oa794Z5hM3AxK9ZH	929	1709601920	kayra-v1	2.5	Mythmaker - Working Copy (14)
xNuyMuTwZ7KfXIXvnMaYT	929	1709601920	kayra-v1	1.5	Mythmaker - Working Copy (15)
xWU2SDgCzayrmOuxr4k7m	929	1709601920	kayra-v1	1.5	Mythmaker - Working Copy (16)
xCk4c-dR43QPzx_8KsXQV	929	1709601920	kayra-v1	2	Mythmaker - Working Copy (17)
XNN_MaGDQrfycr908IBgc	929	1709601920	kayra-v1	1.42	Mythmaker - Working Copy (18)
None	929	1709601920	kayra-v1	2.5	Mythmaker - Working Copy (19)
Y2kPWS3SlTiqvtQSpIoo7	929	1709601920	kayra-v1	1.48	Mythmaker - Working Copy (19)
w6CV7F87-v0zcWjpIcPb0	929	1709601920	kayra-v1	2.5	Mythmaker - Working Copy (1)
jh1T2qd-AOjO_sdK8J5dC	929	1709601920	kayra-v1	2.5	Mythmaker - Working Copy (20)
yXlWNpUifeENTh4HOyxU2	929	1709601920	kayra-v1	1.62	Mythmaker - Working Copy (21)
m1WyItw0OPVJLuWy0CoJ3	929	1709601920	kayra-v1	1.62	Mythmaker - Working Copy (22)
MObTvvXmRfHx9qFjifG0U	929	1709601920	kayra-v1	1.26	Mythmaker - Working Copy (23)
ZVLOQTgp2ikKM1nrgUem6	929	1709601920	kayra-v1	2.5	Mythmaker - Working Copy (24)
pjICTPsTyOHrHMbGgUz53	929	1709601920	kayra-v1	2.5	Mythmaker - Working Copy (25)
