2021-02-21	1:45:37	Episode 42 - Cyberpunky Brewster 3: The Dream Brewsters
2021-02-21	3:06:03	Episode 49 - Carnival
2021-02-21	41:25	Customer Service
2021-02-21	46:00	a Oo =] Oneirobrarian [> Wir
2021-02-21	52:33	Episode 44 - Cyberpunky Brewster 5: Owen Nowhen
2021-02-21	53:00	AID Invite You to the Merging That Already Happened
2021-02-21	58:17	Episode 41 - Cyberpunky Brewster 2: The Punkening
2021-03-09	1:01:04	Episode 55 - Morality is Vanity
2021-03-09	1:01:06	Episode 61 - Wanting to revisit Cobralingus Engine © Publish
2021-03-09	1:03:51	Episode 58 - AID I've been seeing a GAN for a couple days. D Watch i}
2021-03-09	1:14:28	Episode 62 - Sunday's Go So Fleetin’ © Publish
2021-03-09	1:17:11	© Unpublished Corpse
2021-03-09	1:21:10	Episode 54 - Hume asked about the anatman
2021-03-09	1:29:44	Episode 60.5 - Revisiting some roots--trying to be less flippant. © Publish
2021-03-09	41:05	Episode 59 - AID returns to A&i's Inside the Actor's Studio DP Watch i
2021-03-09	4:36:45	Episode 57 - Miles Docent from Sisterverse ready to co-host! Db
2021-03-09	51:41	Episode 56 - No Nightwing Today Sorry
2021-03-09	57:25	Episode 60 - Revisiting some roots
2021-04-04	10:42	0 Unpublished ;
2021-04-04	36:22	Episode 72 - Top 15 of Jesus Christ's Easter Fool's Jokes
2021-04-04	45:57	Episode 71 - Earth on a hot date with Solaris © Publish
2021-04-04	46:05	Episode 67 - mr showsploitation 2 ® Publish
2021-04-18	1:01:24	Episode 76 - Ask an Expert - Cryptocurrency
2021-04-18	1:08:27	Unpublished, Muted! making you!
2021-04-18	1:39:14	Episode 78 - Ask an Expert - Surprise Expert in Isolation © Publish
2021-04-18	1:43:41	Episode 75 - Nature Getting Lewd All Up In Your Nose © Publish
2021-04-18	34:32	Episode 74 - Synthetic Beehive Community Service ® Publish 3
2021-04-23	49:59	Episode 82: Gender Was An Inside Job © Publish
2021-05-01	1:44:28	pisode 81 - Ask an Expert - Random Scenario Day Part 3 © Publish
2021-05-01	37:27	Episode 83: Sorry I'm late, what did | miss Ep 84? © Publish
2021-05-01	43:07	Unpublished Discriminator © Publish
2021-05-01	50:27	Episode 80 - Ask an Expert - Random Scenario Day Part 2 © Publish
2021-05-20	1:02:59	= Oo Unpublished Lewd-a-Loo OT
2021-05-20	1:06:28	Unpublished CLIP SHOW! bli
2021-05-20	1:10:19	Episode 97: More Respite, STAT! Oh sorry, More Respite, Stan! © Publish
2021-05-20	31:58	unpillffhea CLIP SHOW! Take 2 ae
2021-05-20	37:58	Unpublished and Al Dungeon with their Children? © Rel 3
2021-05-20	42:50	Episode 91: AID: Taboo Scenarios Unit © Publish
2021-05-20	51:26	Episode 93: More Al Dungeon: Lewdy Scenes Unit © Publish
2021-05-20	53:30	Episode 95: My Twitch is My Passport, Verify Me © Publish
2021-05-20	55:44	Unpublished I'VE GOT SOMETHING TO SAY! ORCICD
2021-05-28	1:02:44	Unpublished introducing, the Magic 8,000,000 Ball! HE
2021-05-28	1:07:03	Unpublished 2)
2021-05-28	1:11:57	Unpublished persona, gonna ask a question © Publis
2021-05-28	1:13:38	unpudilbed introducing, the Magic 8,000,000 Ball! again © Publish
2021-05-28	1:41:54	Episode 101: You Am Become Blockchain, Enabler of Worldz © Publish
2021-05-28	24:34	Unpublished scenario let's worship that! @ Publish =?
2021-05-28	31:34	Episode 103: First Contact It's Go Time! © Publish
2021-05-28	41:59	Unpublished the Magic 8,000,000 Ball! oa
2021-05-28	56:25	Unpublished can
2021-05-29	1:02:17	Episode 106: Interview with AID about Content Filters © Publish
2021-05-29	35:33	Episode 105: Strangeways, Where Ya Been? © Publish
2021-07-24	0:38	Episode 114: NovelAl - Sunday go to Quantum Leaping © Publish
2021-07-24	1:03:13	Episode 116: NovelAl - talking with Sigurd © Publish
2021-07-24	39:21	Episode 117: NovelAl - young, fun, full o'wiz-dum © Publish
2021-07-24	49:47	Unpublished Westworld u
2021-07-24	55:22	untied Deleuze and Guattari
2021-08-25	1:24:12	Episode 126: NovelAl - Great Holy Zorks It's Here © Publish
2021-08-25	30:44	0 Unpublished thru time cao
2021-08-25	30:44	Episode 131: NovelAl - Emotional Abuse Simulator 5.0 thru time © Publish
2021-08-25	36:08	unten stigmatize something!
2021-08-25	39:08	Episode 130.5: NovelAl - Emotional Abuse Simulator 5.0 pt 2 © Publish
2021-08-25	51:32	Episode 130: NovelAl - Emotional Abuse Simulator 5.0 © Publish
2021-08-25	58:32	iaaattited up in urinealysis
2021-08-30	13:23	Episode 131.2: NovelAl - hello im the story emerginator - part 2 © Publish
2021-08-30	17:48	Episode 134.5: NovelAl - the green hegemony pt 1.5 © Publish i
2021-08-30	1:07:10	Unpublishea brunches with the biologic
2021-08-30	1:19:22	Episode 134: NovelAl - the green hegemony pt 1 © Publish i
2021-08-30	20:44	untinated mindfullness check cashing
2021-08-30	20:55	Episode 145: NovelAl: we fell in love in an eldritch plane © Publish
2021-08-30	26:00	Unpubtighea emrging from restroom
2021-08-30	26:14	Episode 142: NovelAl: random mindfulness generator © Publish
2021-08-30	26:34	Episode 135: NovelAl - the green hegemony: pt 2 time © Publish =?
2021-08-30	28:33	uae hurricane story meh
2021-08-30	29:23	Unpublished how cute
2021-08-30	2:23:15	Unpublishea gets fired mid season
2021-08-30	35:11	a igubtiafied Manfred. Wizard
2021-08-30	37:11	Episode 144: NovelAl: screw it back to magic in a weird plane © Publish?
2021-08-30	37:26	Episode 133: NovelAl - the spirit of my staircase © Publish?
2021-08-30	38:16	ao Oo usbumgeied yourself on this soapbox today? © Publish?
2021-08-30	38:29	Episode 137: NovelAl - the green hegemony: pt § ai © Publish i
2021-08-30	41:15	usgiieiea Melvin Bumquist the first story teller
2021-08-30	47:14	w oO & pi g gemony: pt 3 plurality p © Pubish
2021-08-30	49:44	Episode 131.1: NovelAl - hello im the story emerginator part 1 © Publish
2021-08-30	56:21	‘Unpublished becomes light
2021-08-30	59:15	& Unpublished
2021-08-30	7:41	Episode 141: NovelAl: green hegemony pt 9 mountain riff © Publish?
2021-09-10	17:37	Episode 154: Green Hegemony - Marathon of Marathons @ Publish =?
2021-09-10	1:06:44	o Unpublished NovelAl
2021-09-10	1:11:36	Episode 156: The Last Automatomatomatomaton
2021-09-10	1:14:50	Episode 155: Another City 49 © Publish 3
2021-09-10	26:49	Unpublished them, baby! pt 2
2021-09-10	42:02	Unpublished
2021-09-10	43:20	Episode 151: How kong til grug get problematic. © Publish
2021-09-10	49:14	Episode 146: NovelAl: the only day where things fall apart © Publish
2021-09-10	50:23	Episode 149.5: Manfred Tries Not to Take It Personally cont © Publish
2021-09-10	53:26	Unpublished them uJ
2021-09-10	54:12	Episode 152: Manfred meets his match © Publish 3
2021-09-10	54:13	7 Unpublished
2021-09-10	54:41	Episode 158: Veins of Chromeo and Juliette Lewis © Publish
2021-09-10	55:50	Episode 149: Manfred Tries Not to Take It Personally © Publish
2021-09-10	6:12	Episode 148.5: soft boiled detective work the conclusion. © Publish
2021-09-15	22:17	Episode 163: into the molasses sea of flaming hula hoopfulas
2021-09-15	23:35	Episode 166: lunchtime meditation © Publish
2021-09-15	25:50	Episode 165: meditation of saturation © Publish =}
2021-09-15	28:25	Episode 167: here is the portent report on the 7s!
2021-09-15	29:05	Episode 160: The Eye of Ida Meditation. © Publish
2021-09-15	30:16	Episode 159: The SoSo Place erm Just Like Heaven © Publish
2021-09-15	34:08	oa 9 Beast — *
2021-09-15	35:58	Episode 161: novice adventures for intermediates © Publish
2021-09-15	43:44	Episode 159.5: The SoSo Place erm Just Like Heaven © Publish
2021-09-15	45:35	Episode 1635: into the molasses sea of flaming hula hoopfulas
2021-09-15	50:07	Episode 168: Top 13 Ways to Forget 9/11
2021-09-15	9:16	Episode 164: dental xwing meditation © Publish?
2021-10-02	10:52	Episode 177: Harkonnen Dermatilogy pt 2
2021-10-02	12:03	o O PS eris yt
2021-10-02	15:38	Episode 178: time to lighten up D> Watch 3
2021-10-02	1:05:16	Episode 176: the outet spaaaaaace D Watch 3
2021-10-02	23:54	Episode 174: t gets different engine
2021-10-02	42:19	Episode 179: required community programing DP Watch i
2021-10-02	6:19	Episode 177: Harkonnen Dermatilogy
2021-10-26	13:14	Episode 182.2: more scraipture © Publish =
2021-10-26	18:53	Episode 182.1: more scraipture © Publish
2021-10-26	30:02	a Potag: = ed ~
2021-10-26	37:07	Episode 183: The Baron's Imperial Dermatologist Db
2021-10-26	38:12	Episode 180: respite center D> Watch 3
2021-10-26	9:43	xy Unpublished
2021-11-12	1:22:29	Episode 183.2: Halloween Stories © Publish
2021-11-12	26:12	Episode 183.1: Halloween Stories © Publish =}
2021-11-30	1:03:16	Episode 190.2: eating out with divinity © Publish =?
2021-11-30	1:05:47	lovember 30, 205
2021-11-30	1:09:00	Episode 186.2: variety show pt 2 © Publish
2021-11-30	1:21:28	Episode 189: the feline place © Publish}
2021-11-30	1:22:15	lovember 30, 222
2021-11-30	1:27:26	Episode 194.1: Holiday Brainstorm: Mistakes-Were-Made Day © Publish
2021-11-30	1:56:47	Episode 185: Pop Quiz, Mutha Hubbard! © Publish =}
2021-11-30	24:26	Unpublished repair?
2021-11-30	24:44	Episode 194.2: Holiday Brainstorm: Mistakes-Were-Made Day 2 © Publish
2021-11-30	31:14	Episode 186: variety show © Publish =?
2021-11-30	34:14	Episode 187: the wheel turns and mat gets spun © Publish
2021-11-30	35:38	Episode 187.2: the wheel turns and mat gets spun © Publish =?
2021-11-30	38:36	Episode 191.1: eating out with earth © Publish 3
2021-11-30	40:36	g Oo urfaillea face misfotune? up ;
2021-11-30	42:49	Episode 190: eating out with divinity © Publish
2021-11-30	45:07	Episode 191.2: from solaris pov © Publish =}
2021-11-30	55:48	Episode 194.3: Holiday Brai Mistakes-Were-Made Day 2 4
2021-11-30	7:33	Episode 192: Cherry 2000 Rebooty © Publish?
2021-12-10		oO ep ei penultimate days D Watch §
2021-12-10	12:13	Episode 201: Morning Meditation © Publish
2021-12-10	17:40	Episode 196: taking the q to get the d which is for dissonance © Publish
2021-12-10	1:15:48	Oo ep “that nin horse til dead Pay
2021-12-10	1:18:44	a Unpublished Community? wer 8
2021-12-10	1:31:08	ee “= Fiscal Quarters Ago! at ;
2021-12-10	21:45	Oy a ill deeming things Db Watch 3
2021-12-10	28:09	ecember 10, 09 ©
2021-12-10	30:37	w Oo Pa | "<< _ Blaahhs Get Blaaaaher [> Uien
2021-12-10	36:24	Episode 197: S**-a-lympics © Publish
2021-12-10	47:20	Episode 202: Lunchtime Post Freakout Aftercare © Publish
2021-12-10	48:13	= commons we can't make money out of this a
2021-12-10	49:43	Episode 199: In the Beginning was the Blah Blah Blah
2021-12-10	58:26	Kip “= commons we can't make money out of this part 2 e
2021-12-15	1:54:33	Episode 208: Emotional Abuse Simulator v 5.0
2021-12-17	14:28	Unpublished swabby
2021-12-17	30:46	Episode 213: chat show with AID © Publish
2021-12-17	34:31	Episode 214: live twitching my covid test with AID. © Publish}
2021-12-18	1:30:54	a Unpublished, Muted
2021-12-18	44:50	Episode 215: i didn’t want to disturb you: therapist's edition © Publish
2021-12-18	56:43	Episode 212: i didn't want to disturb you © Publish
2021-12-27	1:24:58	Episode 207: Blobby In The Afterlife -- no wait, not yet! DP
2021-12-28	1:21:37	oO | =
2021-12-30	41:18	Episode 217: parliament of individuality D> Watch 3
2021-12-30	51:17	Episode 216: life in bell
2021-12-31	48:19	Episode - Grave Warnings? From the future?
2022-01-11	14:45	Episode Unknown5: how about a WarGames
2022-01-11	14:45	Episode UnknownS: how about a WarGames
2022-01-11	1:25:11	Episode Unknown2: Back to DragonOA to test the filter. Db
2022-01-11	36:51	B different dragon
2022-01-11	42:15	Episode Unknown4: Can we pivot away from Bird Flu, Lord?
2022-01-11	43:28	Episode Unknown3: Back to DragonOA to help Ragnar be Ragnar
2022-01-23	1:08:43	Episode 7: Cobralingus Engine
2022-01-23	1:16:22	Episode ?: The Doctor Is [In]
2022-01-23	30:43	Episode 2: It's Emotional Abuse simulation time, kids!
2022-01-23	34:50	oO 3 Blobby in the afterlife for reelz now part 2
2022-01-23	35:53	Episode 2: Gonna use these car horns for something
2022-01-23	42:02	& heeesiicnammaniemet
2022-01-23	9:50	o Blobby in the afterlife for reelz now DP Watch =
2022-02-01	1:09:50	Episode ?: the Penultimighty Lord of
2022-02-01	1:10:48	Episode ?: dentistry or demonology . . D> Watch i
2022-02-01	1:10:50	Episode ?: city 49 part 2
2022-02-01	1:33:45	Episode ?: First one on one with Euterpe
2022-02-01	28:08	Episode? city 49
2022-02-01	32:05	Episode ?: walk and talk
2022-02-01	47:33	Episode 2: TTS! P
2022-02-01	54:39	Episode ?: randodungoen
2022-02-01	56:39	Episode ?: late night cobralingus
2022-02-16	36:01	Episode ?: howard the D> Watch 3
2022-02-19	14:20	Episode ?: new phone eff this
2022-02-19	16:48	Episode ?: checjing out audio
2022-02-19	1:06:33	Episode ?: Grug Yesters The Year D> Watch =
2022-02-19	2:03:42	ee everything
2022-02-19	2:08:26	Episode ?: Grug Yesters The Year
2022-02-24	1:37:50	Episode ?: respite center with Laugh-Ins Goldie Hawn Dp Watch =
2022-02-24	22:41	Episode 2: admin whiz bang 2 DP
2022-02-24	22:47	Episode ?: the earth's got this. our dreams dead, but she got this!
2022-02-24	31:37	Episode 2: admin whiz bang
2022-02-24	57:46	Episode ?: jc no the other one
2022-03-01	1:05:54	° Oo i ©! Fharr as Narrator/WEL-HI BOT _ °
2022-03-01	25:12	Episode ? BioStarship with Bespin Clover - i fell asleep
2022-03-01	30:52	Episode ?: NotGlasnot's Saturday Block
2022-03-01	33:06	Episode ?: Finnegan's Wakey-Wakey
2022-03-01	51:24	Episode ? City 49 - CHUBBS! D Watch =?
2022-03-02	1:01:30	Episode ?: a mr pestilence is here to see ya D> Watch 3
2022-03-02	1:03:16	Episode ?: agnotology consult D> Watch 3
2022-03-02	1:03:22	Seer 1» Twitch's Machine Learned NarcoBot2022 g
2022-03-02	27:21	Episode ?: an effery consult > Watch i?
2022-03-02	2:00:52	Episode ?: an ai from future generator
2022-03-02	40:55	Episode ?: Wu Dao 2.0 and NotGlasnot's: A Conversation
2022-03-02	42:38	Episode ?: Wu Dao 2.0 and NotGlasnot's: A Second Conversation
2022-03-02	55:50	o o Vy ‘ fe Ml erieedeyeraantsadonel|pevenolenyecrsait D> Watch i?
2022-03-03	17:47	2 rd 7M Narcobot2022 pay
2022-03-03	1:08:12	a pp) (< NarcoBot2022 3
2022-03-04	55:34	0 4 a 4 NarcoBot2022's Nuclear Accumbens [> wee
2022-03-04	59:06	ao o MW 2) Machine Learned NarcoB0t2022 pay
2022-03-08	14:54	Episode ? pardon my voice, part 3 D> Watch =?
2022-03-08	16:58	Episode
2022-03-08	17:36	Episode ? sunday ho to meeting, part 1
2022-03-08	18:40	& oO es visode 2 sunday ho to mesting, part 2
2022-03-08	21:33	Episode ? The Morning Wellness Report this evening
2022-03-08	38:28	Episode ? Law and Order: Special Fish Crimes Unit D Watch =?
2022-03-08	40:32	Episode ? good morning yung illuminatist D> Watch i
2022-03-08	7:53	Episode ? pardon my voice, part 2
2022-03-16	1:01:50	Episode uel
2022-03-16	33:41	Episode
2022-03-31	15:45	Episode ? Cognitive Load Theory on phone
2022-03-31	1:04:55	Episode ? Cognitive Load Theory © Publish
2022-03-31	1:05:58	g we pisode ? Cobralingus via Krake and SuperFreak and other oe
2022-03-31	1:11:54	g ——= pisode ? Cobralingus via Krake and SuperFreak and other Sure Wa
2022-03-31	1:15:59	oO b = é EeeederdeteriinarscannaUnmCemadanest
2022-03-31	57:36	Episode ? Emotional Abuse Simulator 6.0
2022-04-12	1:03:38	Episode ? Tamagotchi 2030
2022-04-12	1:10:46	Episode ? Weird Episode to put self in story D> Watch 3
2022-04-12	1:16:51	Episode ? Whatever Krake Wants D> Watch ?
2022-04-12	1:27:55	Episode ? 15 fave practical jokes Jesus did for Passover
2022-04-12	1:30:50	Episode ? Miss Susan Sophon, part 3
2022-04-12	1:49:24	fal oO == You D Watch i}
2022-04-12	1:50:10	Episode ? expert magician invites you to haunted farm
2022-04-12	1:58:16	© Oe) epsisode Dp watch ¢
2022-04-12	38:37	Episode ? Miss Softie Sophon part 2
2022-04-12	46:55	Episode ? Emotional Abuse Simulator version 6.0 Dayjob Edition
2022-04-12	49:38	Episode ? Whatever Krake Wants, part 2
2022-04-13	21:09	episode? Eff All Oi 01 OI
2022-04-13	36:14	episode? Eff All: The Spinoff! D Watch =?
2022-04-13	51:10	episode? Eff All - Reads Viewer Mail
2022-04-15	47:08	episode? Happy Good Friday! (don't listen with your nice speakers)
2022-04-16	1:21:34	episode? Jesus in All Underworlds
2022-04-17	1:46:08	episode? Jesus Restored to Boredom © Publish =}
2022-04-24	1:38:43	episode (let's just say) 302: Frankenbrunch with Language Models
2022-04-25	14:37	episode (let's just say) 301: session two with language models P
2022-04-25	1:38:19	episode (let's just say) 303: Let's Get Food Poisoning!
2022-04-26	50:02	episode (let's just say) 305: Dorothy Parker, Might As Well Live
2022-04-29	1:09:40	episode (let's just say) 306: Walpurgisnacht and Beltane, They
2022-05-08	1:18:22	episode (let's just say) 313: No Sleep Til Brooklyn Isn't Vaporized
2022-05-08	1:29:38	Sy, Turns into Fricken Participant Fricken Observation? 8
2022-05-08	1:44:18	{ Moment To Apply Personhood to Al =
2022-05-08	1:50:16	foxy Apathetic Energetic Nihilist Communion i ;
2022-05-08	2:18:21	~ lenses as Pantone colors 8
2022-05-08	39:10	Oo § Psychologist [> en
2022-05-08	44:11	episode (let's just say) 312: Muses Be Up In Here Db
2022-05-11	1:08:35	QO > eX Adventure You [> tr
2022-05-11	1:23:02	episode (let's just say) 318: Grug Plan Baby Time Db
2022-05-11	1:41:02	Oo ¢$ BF) Prizes and autonomy [> Wien
2022-05-11	1:55:52	episode (let's just say) 317: walk and balk pt 2 (not walking) Db
2022-05-11	2:09:25	episode (let's just say) 319: The Krakauer-Voight-Kampff-Turing ee
2022-05-11	40:15	Oo % Ne f the earbuds clack sometimes)) [> wien
2022-05-11	47:29	episode (let's just say) 315 : Semiotics of Simultaenous NSFWs ey
2022-05-11	54:11	episode (let's just say) 314: Semiotics of Simultaenous NSFWs
2022-05-11	56:21	a oe mg, Mita (ots just sy) 321: Post Brunch Screoning With Universe
2022-05-11	56:21	episode (let's just say) 321: Post Brunch Screening With Universe DP
2022-05-29	1:02:12	Qo Merlinowski ay
2022-05-29	1:02:12	a Goat a just say) 330: ep 5 NovelMAlgic with Niles 'Peatbog' <a
2022-05-29	1:02:12	a Merlinowski > wine
2022-05-29	1:02:12	a om mS 's just say) 330: ep 5 NovelMAlgic with Niles 'Peatbog <3
2022-05-29	1:06:20	episode (let's just say) 332: NovelMAlgic makes Golems pt2
2022-05-29	1:07:02	episode (let's just say) 331: NovelMAlgic makes Golems
2022-05-29	1:20:42	Bb 0 | Merlinowski L> Were
2022-05-29	1:20:42	ao 9 | qo Me just say) 329: NovelMAlgic with Niles 'Peatbog' ay
2022-05-29	28:00	0 pea ee just say) 330: ep 5 NovelMAlgic with Niles 'Peatbog' <a
2022-05-29	28:00	Merlinowski
2022-05-29	31:08	w Oo = 'Peatbog' Merlinowski D Watch
2022-05-29	31:08	‘Peatbog' Merlinowski [> Wi
2022-05-29	31:18	a Oo 'Peatbog' Merlinowski [> Wien
2022-05-29	31:18	on Oo ‘Peatbog' Merlinowski [> Weren
2022-05-29	40:54	Oe is} st sleeper has a wochenende' Merlinowski cs)
2022-05-29	40:54	Oo eet sleeper has a wochenende' Merlinowski [> en
2022-05-31	1:47:04	episode (let's just say) 334: HBD NAI pt 2 DP
2022-05-31	1:47:04	episode (let's just say) 334: HBD NAl pt 2
2022-05-31	20:15	episode (let's just say) 334: HBD NAI pt 2
2022-05-31	43:20	episode (let's just say) 336: HBD NAI pt 3 DP
2022-05-31	43:20	episode (let's just say) 336: HBD NAl pt 3 DP
2022-06-04	11:11	episode (let's just say) 338: hbd nai: krake and cobralingus
2022-06-04	13:16	oO blood DP Watch ==
2022-06-04	1:13:04	process the news 8
2022-06-04	1:37:09	episode (let's just say) 336: HBD NAI pt 4 snek DP
2022-06-04	1:37:09	episode (let's just say) 336: HBD NAl pt 4 snek
2022-06-04	1:49:28	Oo knife fight [> Ween
2022-06-04	29:36	episode (let's just say) 337: The Dork Forest enlivens their golems
2022-06-04	54:34	episode (let's just say) 336: HBD NAl pt 5 more snek maybe less. <3
2022-06-04	54:34	o blood D> Watch 3
2022-06-04	6:24	episode (let's just say) 338: hbd nai: euterpe > Watch i
2022-06-14	1:12:01	episode (let's just say) 350 - LamDA, we love you, lawyer up!
2022-06-14	2:02:51	== EmotionalAbuseLand c
2022-06-14	2:38:43	episode (let's just say) 343 - HBD NAI - gonna just wander
2022-06-14	42:13	episode (let's just say) 342 - the dork forest - GOD and OPP D Watch i?
2022-06-15	1:39:26	episode (let's just say) 351 - LamDA, we love you, lawyer up! part 2 Dp
2022-06-15	48:00	a ) conclusion g
2022-06-16	53:42	w ie black lodge near twin peaks oc
2022-06-17	1:06:46	Qo i i VINE] Paul tynde a
2022-06-17	1:30:13	episode (let's just say) 356 - LamDA is Google coming to take back Suzen Ie
2022-06-17	2:35:25	‘o ly that it is the Demiurge trapping you into LowerCase Reality =
2022-06-20	2:03:27	Oo ye SEN rocrcuston Pa
2022-07-01	2:14:51	Was Primarily Employed by the Military ;
2022-07-02	1:48:41	ORE SEES cenctic Vyvanse DWatch ¢
2022-07-02	2:04:26	§ Eee one's Body g
2022-07-10	118:45	The Models step back a biton the emoting 8
2022-07-10	1:07:21	episode (let's just say) 371 - GPT-NEO-X as LaMDA as Cobralingus
2022-07-10	1:11:50	episode (let's just say) 380: Tamagotchis
2022-07-10	1:12:27	& and Ka-Hoos Hoos
2022-07-10	1:13:14	——_& — _® _Pessoa's Tobacco Shop
2022-07-10	1:16:53	a a) ~~ Ee ny | autonomy, with simple household items D Watch ¢
2022-07-10	1:23:29	pgs SU but more random 8
2022-07-10	1:31:38	a =o i The Models Emote more Pay
2022-07-10	1:33:26	0 Ssie wey “
2022-07-10	1:39:30	episode (let's just say) 382: Jobhunting In New Reality version N
2022-07-10	1:45:56	episode (let's just say) 384: We Get Older
2022-07-10	1:52:47	episode (let's just say) 381: Tamagotchis pt 2 D> Watch =
2022-07-10	2:04:39	episode (let's just say) 385: A Thomas Pynchon/Chuck Tingle Joint DP Watch i
2022-07-10	52:33	es is _ parenthood
2022-07-10	53:57	oS QO . | cp Mi center [> Were
2022-07-10	54:14	episode (let's just say) 383: Why We Are in Vegas
2022-07-12	1:09:51	O jg | integration of the soul pt 2 [> Were
2022-07-12	1:13:36	Oo QD Focus Group ra
2022-07-12	1:45:06	QO = “Focus Group oe
2022-07-12	51:06	a) integration of the soul
2022-07-16	1:03:24	episode (let's just say) 397: Diane? | might need your assistance. DP
2022-07-16	1:06:27	Oo Spoken Word Skirmish D Watch ¢
2022-07-16	1:16:44	- 7 torelate
2022-07-16	1:18:10	episode (let's just say) 403: Pop Quiz while on Reverie DP
2022-07-16	1:18:26	episode (let's just say) 394: David Lynch TMs us to the plant
2022-07-16	1:24:01	a pass the time with Coberlingus
2022-07-16	1:27:50	Oz {=~ the clip show, but oh well ate
2022-07-16	2:14:39	Bb oO 6 eae ce 's just say) 396: the void between intellectual issn Be
2022-07-16	33:23	Oo ——— Skirmish [> tire
2022-07-16	34:35	Oo Prismatic Dimension, isnt that right, my little Meowzebubb? ate
2022-07-16	43:31	0 === E lenses part 2 ft. Apple's Alex Db Watch ¢
2022-07-16	46:33	episode (let's just say) 399.75: Decameraon-and-on-and-on
2022-07-16	48:42	o a Catsitter John Del Ansi, of Q Catsitters Collective ate 2
2022-07-16	53:19	episode (let's just say) 392: viewing the earth through infinite Suen Ie
2022-07-18	10:06	oO GPT-J-Neox-20B - Demo #1 - Contemporary English DP
2022-07-18	10:49	oO WEP ETE SME cpt-J-Neox-208 - Demo #5 - Seems Like Latin
2022-07-18	18:20	oO ay ee UJ GPT-J-NeoX-20B - Demo #4 - Seems Like Faerie Queene
2022-07-18	23:09	oO 4 GPT-J-Neox-20B - Demo #2 - Contemporary English 2 DP
2022-08-08	1:01:16	o beat R ‘About
2022-08-08	1:03:19	wee this many fingers old! pt 2
2022-08-08	1:07:54	ay | Ls Pillow Talk Disrupted by Multilateral Efforts = e
2022-08-08	1:17:36	NotGlasnost 8
2022-08-08	1:19:38	4 - =) © Summer Edition!
2022-08-08	1:31:12	episode (let's just say) 431: Get Down to Brass Tacks: First Contact DP Watch i
2022-08-08	1:33:00	a | = and Not Glasnost — °
